method,seed,sample_index,true_class,original_class,counterfactual_class,time_seconds,num_grad_updates_used,EN,IM1,IM2,is_satisfactory
B,43,9655,3,3,8,0.11006360000465065,20,10.89576597213745,1.4144890308380127,0.0723380371928215,1
C,43,9655,3,3,5,1.9511940000229515,380,20.376279640197755,1.0228952169418335,0.049017999321222305,1
D,43,9655,3,3,5,0.24372259998926893,39,14.679781532287599,1.0590991973876953,0.0600287988781929,1
E,43,9655,3,3,3,2.0525650999625213,500,18.764416885375976,0.9999998807907104,0.04440173879265785,0
F,43,9655,3,3,5,0.21900310000637546,39,14.69761962890625,1.06256103515625,0.06008565425872803,1
A,44,9655,3,3,3,2.2171957999817096,500,0.05601863795891404,0.9999998807907104,0.04614643007516861,0
B,44,9655,3,3,8,0.11325870000291616,20,10.89576597213745,1.4144890308380127,0.0723380371928215,1
C,44,9655,3,3,5,1.974000399990473,380,20.376279640197755,1.0228952169418335,0.049017999321222305,1
D,44,9655,3,3,5,0.27429420000407845,39,14.679781532287599,1.0590991973876953,0.0600287988781929,1
E,44,9655,3,3,3,2.2176763999741524,500,18.764416885375976,0.9999998807907104,0.04440173879265785,0
F,44,9655,3,3,5,0.2260662000044249,39,14.69761962890625,1.06256103515625,0.06008565425872803,1
A,42,4087,3,3,3,2.3030597000033595,500,0.02686447575397324,0.9999999403953552,0.06185733526945114,0
B,42,4087,3,3,3,2.832424100022763,500,49.18683700561523,0.9999997615814209,0.029972592368721962,0
C,42,4087,3,3,8,0.3267613000352867,62,26.198555755615235,1.0232120752334595,0.08393356204032898,1
D,42,4087,3,3,8,0.33309259999077767,50,30.191950225830077,1.0756092071533203,0.07796145230531693,1
E,42,4087,3,3,8,0.24302380002336577,57,25.37064895629883,1.0253455638885498,0.08409098535776138,1
F,42,4087,3,3,8,0.2757046000333503,54,31.83262367248535,1.075771689414978,0.07722068578004837,1
A,43,4087,3,3,3,2.3129725999897346,500,0.02686447575397324,0.9999999403953552,0.06185733526945114,0
B,43,4087,3,3,3,2.750734700006433,500,49.18683700561523,0.9999997615814209,0.029972592368721962,0
C,43,4087,3,3,8,0.31924569996772334,62,26.198555755615235,1.0232120752334595,0.08393356204032898,1
D,43,4087,3,3,8,0.3051508000353351,50,30.191950225830077,1.0756092071533203,0.07796145230531693,1
E,43,4087,3,3,8,0.23841250000987202,57,25.37064895629883,1.0253455638885498,0.08409098535776138,1
F,43,4087,3,3,8,0.27613049995852634,54,31.83262367248535,1.075771689414978,0.07722068578004837,1
A,44,4087,3,3,3,2.123862700012978,500,0.02686447575397324,0.9999999403953552,0.06185733526945114,0
B,44,4087,3,3,3,2.9428744000033475,500,49.18683700561523,0.9999997615814209,0.029972592368721962,0
C,44,4087,3,3,8,0.3288293000077829,62,26.198555755615235,1.0232120752334595,0.08393356204032898,1
D,44,4087,3,3,8,0.3129253000370227,50,30.191950225830077,1.0756092071533203,0.07796145230531693,1
E,44,4087,3,3,8,0.22726060001878068,57,25.37064895629883,1.0253455638885498,0.08409098535776138,1
F,44,4087,3,3,8,0.3029707999667153,54,31.83262367248535,1.075771689414978,0.07722068578004837,1
A,42,7435,3,3,3,2.2340962000307627,500,0.032038634570199065,0.9999998807907104,0.06587105989456177,0
B,42,7435,3,3,3,2.8147128999698907,500,41.85616836547852,0.9999997019767761,0.02564302459359169,0
C,42,7435,3,3,3,2.62425340001937,500,30.372473526000977,0.9999999403953552,0.05981775000691414,0
D,42,7435,3,3,5,0.5256565000163391,85,31.709845733642577,1.0379061698913574,0.040667574852705,1
E,42,7435,3,3,3,2.0127473999746144,500,30.365505599975585,0.9999999403953552,0.059771593660116196,0
F,42,7435,3,3,5,0.4371592000243254,85,31.701453018188477,1.0378673076629639,0.04067693650722504,1
A,43,7435,3,3,3,2.1033981000073254,500,0.032038634570199065,0.9999998807907104,0.06587105989456177,0
B,43,7435,3,3,3,2.766701099986676,500,41.85616836547852,0.9999997019767761,0.02564302459359169,0
C,43,7435,3,3,3,2.5073872999637388,500,30.372473526000977,0.9999999403953552,0.05981775000691414,0
D,43,7435,3,3,5,0.5352615999872796,85,31.709845733642577,1.0379061698913574,0.040667574852705,1
E,43,7435,3,3,3,2.060934799956158,500,30.365505599975585,0.9999999403953552,0.059771593660116196,0
F,43,7435,3,3,5,0.45241509994957596,85,31.701453018188477,1.0378673076629639,0.04067693650722504,1
A,44,7435,3,3,3,2.10867710004095,500,0.032038634570199065,0.9999998807907104,0.06587105989456177,0
B,44,7435,3,3,3,2.766946099989582,500,41.85616836547852,0.9999997019767761,0.02564302459359169,0
C,44,7435,3,3,3,2.5679801999940537,500,30.372473526000977,0.9999999403953552,0.05981775000691414,0
D,44,7435,3,3,5,0.5305700000026263,85,31.709845733642577,1.0379061698913574,0.040667574852705,1
E,44,7435,3,3,3,2.1290002999594435,500,30.365505599975585,0.9999999403953552,0.059771593660116196,0
F,44,7435,3,3,5,0.49544490000698715,85,31.701453018188477,1.0378673076629639,0.04067693650722504,1
A,42,3108,3,3,5,0.07333069999003783,13,0.7380879342555999,0.950782299041748,0.051914289593696594,1
B,42,3108,3,3,1,0.33282599999802187,58,29.980395126342774,12.756128311157227,0.5396759510040283,1
C,42,3108,3,3,8,0.11439099995186552,19,11.300316333770752,0.9357942342758179,0.0679871216416359,1
D,42,3108,3,3,8,0.13414039998315275,20,11.489049625396728,0.9422613978385925,0.06799579411745071,1
E,42,3108,3,3,8,0.07864169997628778,19,11.31878490447998,0.9366264343261719,0.06758566945791245,1
F,42,3108,3,3,8,0.10417010000674054,19,10.898694038391113,0.9369133114814758,0.06817472726106644,1
A,43,3108,3,3,5,0.06127060001017526,13,0.7380879342555999,0.950782299041748,0.051914289593696594,1
B,43,3108,3,3,1,0.3628251999616623,58,29.980395126342774,12.756128311157227,0.5396759510040283,1
C,43,3108,3,3,8,0.1095795999863185,19,11.300316333770752,0.9357942342758179,0.0679871216416359,1
D,43,3108,3,3,8,0.1317501000012271,20,11.489049625396728,0.9422613978385925,0.06799579411745071,1
E,43,3108,3,3,8,0.083331800007727,19,11.31878490447998,0.9366264343261719,0.06758566945791245,1
F,43,3108,3,3,8,0.09847319999244064,19,10.898694038391113,0.9369133114814758,0.06817472726106644,1
A,44,3108,3,3,5,0.06250719999661669,13,0.7380879342555999,0.950782299041748,0.051914289593696594,1
B,44,3108,3,3,1,0.31233400001656264,58,29.980395126342774,12.756128311157227,0.5396759510040283,1
C,44,3108,3,3,8,0.10235529998317361,19,11.300316333770752,0.9357942342758179,0.0679871216416359,1
D,44,3108,3,3,8,0.12881570000899956,20,11.489049625396728,0.9422613978385925,0.06799579411745071,1
E,44,3108,3,3,8,0.08963150001363829,19,11.31878490447998,0.9366264343261719,0.06758566945791245,1
F,44,3108,3,3,8,0.0915343000087887,19,10.898694038391113,0.9369133114814758,0.06817472726106644,1
A,42,6857,3,3,3,2.1744721000432037,500,0.03949709229636938,0.9999998807907104,0.02923578768968582,0
B,42,6857,3,3,3,2.745902099995874,500,23.35618896484375,0.9999995827674866,0.020430278033018112,0
C,42,6857,3,3,3,2.5744211000273935,500,25.900620651245116,0.9999999403953552,0.041702501475811005,0
D,42,6857,3,3,5,0.45249900000635535,73,25.385313034057617,1.1286025047302246,0.04274206608533859,1
E,42,6857,3,3,3,2.052648200013209,500,25.71617774963379,0.9999999403953552,0.04217875376343727,0
F,42,6857,3,3,5,0.38978650001809,74,25.4947811126709,1.1292524337768555,0.04277073219418526,1
A,43,6857,3,3,3,2.1359132999787107,500,0.03949709229636938,0.9999998807907104,0.02923578768968582,0
B,43,6857,3,3,3,2.7945821000030264,500,23.35618896484375,0.9999995827674866,0.020430278033018112,0
C,43,6857,3,3,3,2.5649374999920838,500,25.900620651245116,0.9999999403953552,0.041702501475811005,0
D,43,6857,3,3,5,0.44622360001085326,73,25.385313034057617,1.1286025047302246,0.04274206608533859,1
E,43,6857,3,3,3,2.14176700002281,500,25.71617774963379,0.9999999403953552,0.04217875376343727,0
F,43,6857,3,3,5,0.4041424000170082,74,25.4947811126709,1.1292524337768555,0.04277073219418526,1
A,44,6857,3,3,3,2.346989499987103,500,0.03949709229636938,0.9999998807907104,0.02923578768968582,0
B,44,6857,3,3,3,2.753330099978484,500,23.35618896484375,0.9999995827674866,0.020430278033018112,0
C,44,6857,3,3,3,2.561014699982479,500,25.900620651245116,0.9999999403953552,0.041702501475811005,0
D,44,6857,3,3,5,0.4563348999945447,73,25.385313034057617,1.1286025047302246,0.04274206608533859,1
E,44,6857,3,3,3,1.9767480999580584,500,25.71617774963379,0.9999999403953552,0.04217875376343727,0
F,44,6857,3,3,5,0.40235889999894425,74,25.4947811126709,1.1292524337768555,0.04277073219418526,1
A,42,7398,3,3,3,2.1398316000122577,500,0.027758655487559736,0.9999998807907104,0.04653949290513992,0
B,42,7398,3,3,3,2.8221118999645114,500,40.764895629882815,0.9999996423721313,0.023082900792360306,0
C,42,7398,3,3,3,2.581634900008794,500,24.358121490478517,0.9999999403953552,0.046290818601846695,0
D,42,7398,3,3,8,1.6921577000175603,245,34.91060447692871,0.7592020630836487,0.021563010290265083,1
E,42,7398,3,3,3,2.066440699971281,500,24.478374099731447,0.9999999403953552,0.04608446732163429,0
F,42,7398,3,3,8,1.2668005999876186,250,35.09835205078125,0.7485038042068481,0.021402914077043533,1
A,43,7398,3,3,3,2.1471119000343606,500,0.027758655487559736,0.9999998807907104,0.04653949290513992,0
B,43,7398,3,3,3,2.774381000024732,500,40.764895629882815,0.9999996423721313,0.023082900792360306,0
C,43,7398,3,3,3,2.5296963999862783,500,24.358121490478517,0.9999999403953552,0.046290818601846695,0
D,43,7398,3,3,8,1.5067952000536025,245,34.91060447692871,0.7592020630836487,0.021563010290265083,1
E,43,7398,3,3,3,2.0011298999888822,500,24.478374099731447,0.9999999403953552,0.04608446732163429,0
F,43,7398,3,3,8,1.2861114999977872,250,35.09835205078125,0.7485038042068481,0.021402914077043533,1
A,44,7398,3,3,3,2.1281050000106916,500,0.027758655487559736,0.9999998807907104,0.04653949290513992,0
B,44,7398,3,3,3,2.71849589998601,500,40.764895629882815,0.9999996423721313,0.023082900792360306,0
C,44,7398,3,3,3,2.536882099986542,500,24.358121490478517,0.9999999403953552,0.046290818601846695,0
D,44,7398,3,3,8,1.5014340999769047,245,34.91060447692871,0.7592020630836487,0.021563010290265083,1
E,44,7398,3,3,3,2.0554240999626927,500,24.478374099731447,0.9999999403953552,0.04608446732163429,0
F,44,7398,3,3,8,1.2789740999578498,250,35.09835205078125,0.7485038042068481,0.021402914077043533,1
A,42,3528,3,3,3,2.1472469000145793,500,0.02810361388837919,0.9999999403953552,0.04763669893145561,0
B,42,3528,3,3,3,2.8084169999929145,500,47.26084671020508,0.9999997615814209,0.03221584111452103,0
C,42,3528,3,3,3,2.5924817000050098,500,16.012655830383302,0.9999999403953552,0.04849597439169884,0
D,42,3528,3,3,8,0.33827110001584515,54,21.02019348144531,0.9291578531265259,0.03470132127404213,1
E,42,3528,3,3,3,2.042643200024031,500,15.968833923339844,0.9999999403953552,0.04848437383770943,0
F,42,3528,3,3,8,0.2823123999987729,55,21.258498001098634,0.9304885864257812,0.03467553108930588,1
A,43,3528,3,3,3,2.177168599970173,500,0.02810361388837919,0.9999999403953552,0.04763669893145561,0
B,43,3528,3,3,3,2.7868692000047304,500,47.26084671020508,0.9999997615814209,0.03221584111452103,0
C,43,3528,3,3,3,2.5629678999539465,500,16.012655830383302,0.9999999403953552,0.04849597439169884,0
D,43,3528,3,3,8,0.34223549999296665,54,21.02019348144531,0.9291578531265259,0.03470132127404213,1
E,43,3528,3,3,3,2.0732320999959484,500,15.968833923339844,0.9999999403953552,0.04848437383770943,0
F,43,3528,3,3,8,0.2931828000000678,55,21.258498001098634,0.9304885864257812,0.03467553108930588,1
A,44,3528,3,3,3,2.2784270000411198,500,0.02810361388837919,0.9999999403953552,0.04763669893145561,0
B,44,3528,3,3,3,2.785771599970758,500,47.26084671020508,0.9999997615814209,0.03221584111452103,0
C,44,3528,3,3,3,2.6775626000016928,500,16.012655830383302,0.9999999403953552,0.04849597439169884,0
D,44,3528,3,3,8,0.40204469999298453,54,21.02019348144531,0.9291578531265259,0.03470132127404213,1
E,44,3528,3,3,3,2.1741133999894373,500,15.968833923339844,0.9999999403953552,0.04848437383770943,0
F,44,3528,3,3,8,0.316785599978175,55,21.258498001098634,0.9304885864257812,0.03467553108930588,1
A,42,9063,3,3,3,2.280149900005199,500,0.027482380592846314,0.9999998807907104,0.054149992763996124,0
B,42,9063,3,3,1,0.32989299995824695,55,30.76141815185547,15.115738868713379,0.6040933728218079,1
C,42,9063,3,3,3,2.815315500018187,500,26.965566635131836,0.9999999403953552,0.058699920773506165,0
D,42,9063,3,3,8,1.6192464000196196,207,36.625596618652345,0.9179908037185669,0.0350637249648571,1
E,42,9063,3,3,3,2.314675499976147,500,26.967393112182616,0.9999999403953552,0.058764394372701645,0
F,42,9063,3,3,8,1.276396599947475,211,36.91212921142578,0.9114239811897278,0.03523403778672218,1
A,43,9063,3,3,3,2.4332093999837525,500,0.027482380592846314,0.9999998807907104,0.054149992763996124,0
B,43,9063,3,3,1,0.35910750000039116,55,30.76141815185547,15.115738868713379,0.6040933728218079,1
C,43,9063,3,3,3,2.8048768999869935,500,26.965566635131836,0.9999999403953552,0.058699920773506165,0
D,43,9063,3,3,8,1.3769961000070907,207,36.625596618652345,0.9179908037185669,0.0350637249648571,1
E,43,9063,3,3,3,2.0837943000369705,500,26.967393112182616,0.9999999403953552,0.058764394372701645,0
F,43,9063,3,3,8,1.1108725999947637,211,36.91212921142578,0.9114239811897278,0.03523403778672218,1
A,44,9063,3,3,3,2.162217899982352,500,0.027482380592846314,0.9999998807907104,0.054149992763996124,0
B,44,9063,3,3,1,0.33020330005092546,55,30.76141815185547,15.115738868713379,0.6040933728218079,1
C,44,9063,3,3,3,2.6762203000253066,500,26.965566635131836,0.9999999403953552,0.058699920773506165,0
D,44,9063,3,3,8,1.4372679000371136,207,36.625596618652345,0.9179908037185669,0.0350637249648571,1
E,44,9063,3,3,3,2.165353199990932,500,26.967393112182616,0.9999999403953552,0.058764394372701645,0
F,44,9063,3,3,8,1.0651063999976031,211,36.91212921142578,0.9114239811897278,0.03523403778672218,1
A,42,1503,3,3,3,2.155974799999967,500,0.025457430188544097,0.9999998807907104,0.05685601755976677,0
B,42,1503,3,3,3,2.7839088999899104,500,40.98160018920898,0.9999995827674866,0.025305135175585747,0
C,42,1503,3,3,3,2.5545703999814577,500,11.439090251922607,0.9999999403953552,0.062280092388391495,0
D,42,1503,3,3,5,1.2169973000418395,196,24.754090881347658,1.2930355072021484,0.05887603014707565,1
E,42,1503,3,3,3,2.101616100000683,500,11.568324661254882,0.9999999403953552,0.06310106813907623,0
F,42,1503,3,3,5,1.345105699962005,261,25.684763717651368,1.311126708984375,0.06262471526861191,1
A,43,1503,3,3,3,2.202355500019621,500,0.025457430188544097,0.9999998807907104,0.05685601755976677,0
B,43,1503,3,3,3,2.7252761000418104,500,40.98160018920898,0.9999995827674866,0.025305135175585747,0
C,43,1503,3,3,3,2.5587346999673173,500,11.439090251922607,0.9999999403953552,0.062280092388391495,0
D,43,1503,3,3,5,1.2008453999878839,196,24.754090881347658,1.2930355072021484,0.05887603014707565,1
E,43,1503,3,3,3,2.0154202999547124,500,11.568324661254882,0.9999999403953552,0.06310106813907623,0
F,43,1503,3,3,5,1.382669700018596,261,25.684763717651368,1.311126708984375,0.06262471526861191,1
A,44,1503,3,3,3,2.1656979999970645,500,0.025457430188544097,0.9999998807907104,0.05685601755976677,0
B,44,1503,3,3,3,2.76852450001752,500,40.98160018920898,0.9999995827674866,0.025305135175585747,0
C,44,1503,3,3,3,2.564896099967882,500,11.439090251922607,0.9999999403953552,0.062280092388391495,0
D,44,1503,3,3,5,1.2273069000220858,196,24.754090881347658,1.2930355072021484,0.05887603014707565,1
E,44,1503,3,3,3,2.017368200002238,500,11.568324661254882,0.9999999403953552,0.06310106813907623,0
F,44,1503,3,3,5,1.3751637999666855,261,25.684763717651368,1.311126708984375,0.06262471526861191,1
A,42,9182,3,3,3,2.2051448000129312,500,0.04099942394532263,0.9999998807907104,0.06466608494520187,0
B,42,9182,3,3,8,0.1914663999923505,33,22.789154052734375,0.8701394200325012,0.036901310086250305,1
C,42,9182,3,3,3,2.704582799982745,500,15.19431667327881,0.9999998807907104,0.0625954270362854,0
D,42,9182,3,3,8,0.4507408000063151,74,23.973606872558594,0.9299737811088562,0.03849969431757927,1
E,42,9182,3,3,3,1.9811424000072293,500,15.192697906494141,0.9999998807907104,0.0626014992594719,0
F,42,9182,3,3,8,0.39600239996798337,75,24.117739868164062,0.9300501942634583,0.038424186408519745,1
A,43,9182,3,3,3,2.162349499994889,500,0.04099942394532263,0.9999998807907104,0.06466608494520187,0
B,43,9182,3,3,8,0.18382760003441945,33,22.789154052734375,0.8701394200325012,0.036901310086250305,1
C,43,9182,3,3,3,2.624478000041563,500,15.19431667327881,0.9999998807907104,0.0625954270362854,0
D,43,9182,3,3,8,0.47357580001698807,74,23.973606872558594,0.9299737811088562,0.03849969431757927,1
E,43,9182,3,3,3,1.9424002000014298,500,15.192697906494141,0.9999998807907104,0.0626014992594719,0
F,43,9182,3,3,8,0.3981956000206992,75,24.117739868164062,0.9300501942634583,0.038424186408519745,1
A,44,9182,3,3,3,2.1630008000065573,500,0.04099942394532263,0.9999998807907104,0.06466608494520187,0
B,44,9182,3,3,8,0.1907122999546118,33,22.789154052734375,0.8701394200325012,0.036901310086250305,1
C,44,9182,3,3,3,2.713700100022834,500,15.19431667327881,0.9999998807907104,0.0625954270362854,0
D,44,9182,3,3,8,0.5527197000337765,74,23.973606872558594,0.9299737811088562,0.03849969431757927,1
E,44,9182,3,3,3,2.2461164999986067,500,15.192697906494141,0.9999998807907104,0.0626014992594719,0
F,44,9182,3,3,8,0.41310259996680543,75,24.117739868164062,0.9300501942634583,0.038424186408519745,1
A,42,6890,4,4,4,2.347149699984584,500,0.03676601544138976,1.0,0.59029620885849,0
B,42,6890,4,4,4,2.8571545999730006,500,41.23670654296875,1.0,0.6964844465255737,0
C,42,6890,4,4,9,2.1544009000062943,409,23.38299140930176,0.999984860420227,0.4565645456314087,1
D,42,6890,4,4,9,0.4072254000348039,60,24.918841934204103,0.999997079372406,0.5144140124320984,1
E,42,6890,4,4,4,2.0851472000358626,500,22.519334411621095,1.0,0.46117812395095825,0
F,42,6890,4,4,9,0.3296804000274278,61,25.176877212524413,0.999997079372406,0.5143096446990967,1
A,43,6890,4,4,4,2.3388424000004306,500,0.03676601544138976,1.0,0.59029620885849,0
B,43,6890,4,4,4,2.792695400014054,500,41.23670654296875,1.0,0.6964844465255737,0
C,43,6890,4,4,9,2.245534099987708,409,23.38299140930176,0.999984860420227,0.4565645456314087,1
D,43,6890,4,4,9,0.39420009998138994,60,24.918841934204103,0.999997079372406,0.5144140124320984,1
E,43,6890,4,4,4,2.0935949999839067,500,22.519334411621095,1.0,0.46117812395095825,0
F,43,6890,4,4,9,0.3160230999928899,61,25.176877212524413,0.999997079372406,0.5143096446990967,1
A,44,6890,4,4,4,2.132381399977021,500,0.03676601544138976,1.0,0.59029620885849,0
B,44,6890,4,4,4,2.77662409999175,500,41.23670654296875,1.0,0.6964844465255737,0
C,44,6890,4,4,9,2.0745926999952644,409,23.38299140930176,0.999984860420227,0.4565645456314087,1
D,44,6890,4,4,9,0.3854925000341609,60,24.918841934204103,0.999997079372406,0.5144140124320984,1
E,44,6890,4,4,4,1.9857070000143722,500,22.519334411621095,1.0,0.46117812395095825,0
F,44,6890,4,4,9,0.32135080004809424,61,25.176877212524413,0.999997079372406,0.5143096446990967,1
A,42,8269,4,4,4,2.1678571000229567,500,0.02483351271657739,1.0,0.5802320837974548,0
B,42,8269,4,4,8,1.6149748000316322,287,47.043348693847655,0.08925067633390427,0.05158786103129387,1
C,42,8269,4,4,9,0.42474859999492764,84,19.10919780731201,0.9999699592590332,0.42843544483184814,1
D,42,8269,4,4,4,3.0525419000186957,500,31.040161514282225,1.0,0.4610031545162201,0
E,42,8269,4,4,9,0.32870939996792004,82,19.149478340148924,0.9999803304672241,0.42731234431266785,1
F,42,8269,4,4,4,2.6155730999889784,500,31.05094337463379,1.0,0.4607636630535126,0
A,43,8269,4,4,4,2.1470246999524534,500,0.02483351271657739,1.0,0.5802320837974548,0
B,43,8269,4,4,8,1.6160403999965638,287,47.043348693847655,0.08925067633390427,0.05158786103129387,1
C,43,8269,4,4,9,0.41929390002042055,84,19.10919780731201,0.9999699592590332,0.42843544483184814,1
D,43,8269,4,4,4,3.1010628000367433,500,31.040161514282225,1.0,0.4610031545162201,0
E,43,8269,4,4,9,0.35209240001859143,82,19.149478340148924,0.9999803304672241,0.42731234431266785,1
F,43,8269,4,4,4,2.63589839998167,500,31.05094337463379,1.0,0.4607636630535126,0
A,44,8269,4,4,4,2.258465100021567,500,0.02483351271657739,1.0,0.5802320837974548,0
B,44,8269,4,4,8,1.6076428000233136,287,47.043348693847655,0.08925067633390427,0.05158786103129387,1
C,44,8269,4,4,9,0.4344610999687575,84,19.10919780731201,0.9999699592590332,0.42843544483184814,1
D,44,8269,4,4,4,3.4573436000500806,500,31.040161514282225,1.0,0.4610031545162201,0
E,44,8269,4,4,9,0.33337970002321526,82,19.149478340148924,0.9999803304672241,0.42731234431266785,1
F,44,8269,4,4,4,2.727517599996645,500,31.05094337463379,1.0,0.4607636630535126,0
A,42,2043,4,8,8,2.485761200019624,500,0.03303598802885972,0.9999999403953552,0.07163053005933762,0
B,42,2043,4,8,8,3.3444601999945007,500,33.55017852783203,0.9999997019767761,0.036746662110090256,0
C,42,2043,4,8,8,2.8819657000130974,500,13.64183464050293,0.9999998807907104,0.05503391474485397,0
D,42,2043,4,8,9,1.2045737999724224,191,23.605835342407225,9.17662525177002,0.5281980037689209,1
E,42,2043,4,8,8,2.041856399970129,500,13.546460151672363,0.9999998807907104,0.05497715622186661,0
F,42,2043,4,8,9,1.0439664000296034,198,23.81529884338379,9.054032325744629,0.5275723934173584,1
A,43,2043,4,8,8,2.159526499977801,500,0.03303598802885972,0.9999999403953552,0.07163053005933762,0
B,43,2043,4,8,8,2.8578150999965146,500,33.55017852783203,0.9999997019767761,0.036746662110090256,0
C,43,2043,4,8,8,2.6029018000117503,500,13.64183464050293,0.9999998807907104,0.05503391474485397,0
D,43,2043,4,8,9,1.1784223999711685,191,23.605835342407225,9.17662525177002,0.5281980037689209,1
E,43,2043,4,8,8,1.9867455000057817,500,13.546460151672363,0.9999998807907104,0.05497715622186661,0
F,43,2043,4,8,9,1.0429437999846414,198,23.81529884338379,9.054032325744629,0.5275723934173584,1
A,44,2043,4,8,8,2.1260682999854907,500,0.03303598802885972,0.9999999403953552,0.07163053005933762,0
B,44,2043,4,8,8,2.7699993000132963,500,33.55017852783203,0.9999997019767761,0.036746662110090256,0
C,44,2043,4,8,8,2.6164147999952547,500,13.64183464050293,0.9999998807907104,0.05503391474485397,0
D,44,2043,4,8,9,1.1771072000265121,191,23.605835342407225,9.17662525177002,0.5281980037689209,1
E,44,2043,4,8,8,2.009514199977275,500,13.546460151672363,0.9999998807907104,0.05497715622186661,0
F,44,2043,4,8,9,1.0682143000303768,198,23.81529884338379,9.054032325744629,0.5275723934173584,1
A,42,6559,4,4,4,2.1525141000165604,500,0.05057558479020372,1.0,0.5367490649223328,0
B,42,6559,4,4,2,0.24816920002922416,41,25.920674514770507,0.11031818389892578,0.05152961611747742,1
C,42,6559,4,4,2,0.26536269998177886,50,24.330768966674803,0.41233357787132263,0.054217834025621414,1
D,42,6559,4,4,2,0.2241535999928601,36,21.025830268859863,0.33288124203681946,0.05190126597881317,1
E,42,6559,4,4,2,0.21693979995325208,52,24.847027587890626,0.41588011384010315,0.054615460336208344,1
F,42,6559,4,4,2,0.2250929999863729,44,23.53887023925781,0.3191104531288147,0.051370952278375626,1
A,43,6559,4,4,4,2.1467482000007294,500,0.05057558479020372,1.0,0.5367490649223328,0
B,43,6559,4,4,2,0.23832409997703508,41,25.920674514770507,0.11031818389892578,0.05152961611747742,1
C,43,6559,4,4,2,0.2563778000185266,50,24.330768966674803,0.41233357787132263,0.054217834025621414,1
D,43,6559,4,4,2,0.22853979998035356,36,21.025830268859863,0.33288124203681946,0.05190126597881317,1
E,43,6559,4,4,2,0.21431660000234842,52,24.847027587890626,0.41588011384010315,0.054615460336208344,1
F,43,6559,4,4,2,0.23339529999066144,44,23.53887023925781,0.3191104531288147,0.051370952278375626,1
A,44,6559,4,4,4,2.1407212000340223,500,0.05057558479020372,1.0,0.5367490649223328,0
B,44,6559,4,4,2,0.23117699997965246,41,25.920674514770507,0.11031818389892578,0.05152961611747742,1
C,44,6559,4,4,2,0.2613843000144698,50,24.330768966674803,0.41233357787132263,0.054217834025621414,1
D,44,6559,4,4,2,0.22134180000284687,36,21.025830268859863,0.33288124203681946,0.05190126597881317,1
E,44,6559,4,4,2,0.21293889998923987,52,24.847027587890626,0.41588011384010315,0.054615460336208344,1
F,44,6559,4,4,2,0.233507200027816,44,23.53887023925781,0.3191104531288147,0.051370952278375626,1
A,42,9344,4,4,4,2.143605799996294,500,0.026266571058658886,1.0,0.5117204785346985,0
B,42,9344,4,4,4,2.795043899968732,500,33.24703483581543,1.0,0.5192046761512756,0
C,42,9344,4,4,9,2.060324399964884,380,11.609145736694336,0.9999850988388062,0.4005867838859558,1
D,42,9344,4,4,9,0.3982430000323802,59,19.28532485961914,0.9999905228614807,0.41891607642173767,1
E,42,9344,4,4,4,2.14385479997145,500,10.808586883544923,1.0,0.4059879779815674,0
F,42,9344,4,4,9,0.3333097000140697,60,19.48809757232666,0.9999907612800598,0.4194354712963104,1
A,43,9344,4,4,4,2.256223600008525,500,0.026266571058658886,1.0,0.5117204785346985,0
B,43,9344,4,4,4,2.7905537000042386,500,33.24703483581543,1.0,0.5192046761512756,0
C,43,9344,4,4,9,1.9473119000322185,380,11.609145736694336,0.9999850988388062,0.4005867838859558,1
D,43,9344,4,4,9,0.37791709997691214,59,19.28532485961914,0.9999905228614807,0.41891607642173767,1
E,43,9344,4,4,4,2.019068200024776,500,10.808586883544923,1.0,0.4059879779815674,0
F,43,9344,4,4,9,0.315809799998533,60,19.48809757232666,0.9999907612800598,0.4194354712963104,1
A,44,9344,4,4,4,2.1844712999882177,500,0.026266571058658886,1.0,0.5117204785346985,0
B,44,9344,4,4,4,2.83650909998687,500,33.24703483581543,1.0,0.5192046761512756,0
C,44,9344,4,4,9,1.9577060000156052,380,11.609145736694336,0.9999850988388062,0.4005867838859558,1
D,44,9344,4,4,9,0.3618586999946274,59,19.28532485961914,0.9999905228614807,0.41891607642173767,1
E,44,9344,4,4,4,2.001831800036598,500,10.808586883544923,1.0,0.4059879779815674,0
F,44,9344,4,4,9,0.31905920000281185,60,19.48809757232666,0.9999907612800598,0.4194354712963104,1
A,42,6195,4,4,4,2.3936344999819994,500,0.04316505667520687,1.0,0.6482337117195129,0
B,42,6195,4,4,4,2.9029987000394613,500,38.06142807006836,1.0,0.6394532918930054,0
C,42,6195,4,4,9,0.41595400002552196,79,27.423862838745116,0.9999744892120361,0.38930413126945496,1
D,42,6195,4,4,9,0.37699429999338463,62,24.957152938842775,0.9999820590019226,0.43244561553001404,1
E,42,6195,4,4,9,0.33278479997534305,80,27.508416748046876,0.9999744892120361,0.38933688402175903,1
F,42,6195,4,4,9,0.3301255999831483,62,24.943224334716795,0.9999822378158569,0.43249401450157166,1
A,43,6195,4,4,4,2.16057309997268,500,0.04316505667520687,1.0,0.6482337117195129,0
B,43,6195,4,4,4,2.8247199000325054,500,38.06142807006836,1.0,0.6394532918930054,0
C,43,6195,4,4,9,0.40456249995622784,79,27.423862838745116,0.9999744892120361,0.38930413126945496,1
